,loss,dice_coef,jacard,recall,precision,accuracy
0,0.762628436088562,0.40235191583633423,0.25243350863456726,0.4949670732021332,0.3465116322040558,0.5095634460449219
1,0.7042877674102783,0.4308507442474365,0.27534571290016174,0.5606131553649902,0.40550950169563293,0.5699877142906189
2,0.6542202234268188,0.45610111951828003,0.2968565821647644,0.6212947368621826,0.4623067378997803,0.6245214939117432
3,0.6017378568649292,0.49024152755737305,0.32548242807388306,0.6852845549583435,0.5252153873443604,0.6814964413642883
4,0.5515645742416382,0.5225814580917358,0.35440269112586975,0.7392889857292175,0.5845991373062134,0.7320128083229065
